instruction,response,product_name,total_price,price_per_unit,unit_value,unit
"What is the price per unit for Westbrae Natural Organic Red Beans, No Salt Added, 15 Oz (Pack of 12)?","The price per unit for Westbrae Natural Organic Red Beans, No Salt Added, 15 Oz (Pack of 12) is $0.200 per ounce. The total price is $35.99 for 180.0 ounce.","Westbrae Natural Organic Red Beans, No Salt Added, 15 Oz (Pack of 12)",35.99,0.1999,180.0,ounce
"What is the price per unit for All City Candy Gumballs, 1 inch, 3lb. Bulk Bag, Assorted Flavors & Colors. (Shimmer Light Pink)?","The price per unit for All City Candy Gumballs, 1 inch, 3lb. Bulk Bag, Assorted Flavors & Colors. (Shimmer Light Pink) is $0.209 per Count. The total price is $36.50 for 175.0 Count.","All City Candy Gumballs, 1 inch, 3lb. Bulk Bag, Assorted Flavors & Colors. (Shimmer Light Pink)",36.5,0.2086,175.0,Count
"What is the price per unit for Ortega Taco Shells, Blue Corn, 10 Count?","The price per unit for Ortega Taco Shells, Blue Corn, 10 Count is $0.344 per Ounce. The total price is $14.10 for 41.0 Ounce.","Ortega Taco Shells, Blue Corn, 10 Count",14.1,0.3439,41.0,Ounce
"What is the price per unit for Hiball Energy Seltzer Water, Caffeinated Sparkling Water Made with Vitamin B12 and Vitamin B6, Sugar Free, Vanilla, 16 Fl Oz (Pack of 8)?","The price per unit for Hiball Energy Seltzer Water, Caffeinated Sparkling Water Made with Vitamin B12 and Vitamin B6, Sugar Free, Vanilla, 16 Fl Oz (Pack of 8) is $0.305 per Fl Oz. The total price is $38.99 for 128.0 Fl Oz.","Hiball Energy Seltzer Water, Caffeinated Sparkling Water Made with Vitamin B12 and Vitamin B6, Sugar Free, Vanilla, 16 Fl Oz (Pack of 8)",38.99,0.3046,128.0,Fl Oz
What is the price per unit for Frappuccino Oatmilk Dark Chocolate Brownie 13.7oz?,"The total price for Frappuccino Oatmilk Dark Chocolate Brownie 13.7oz is $3.59, but price per unit information is not available.",Frappuccino Oatmilk Dark Chocolate Brownie 13.7oz,3.59,0.0,0.0,None
"What is the price per unit for Gerber Baby Snacks Yogurt Melts, Strawberry, 1 Ounce (Pack of 7)?","The price per unit for Gerber Baby Snacks Yogurt Melts, Strawberry, 1 Ounce (Pack of 7) is $0.527 per Ounce. The total price is $3.69 for 7.0 Ounce.","Gerber Baby Snacks Yogurt Melts, Strawberry, 1 Ounce (Pack of 7)",3.69,0.5271,7.0,Ounce
"What is the price per unit for Lucks Dec-Ons Decorations Molded Sugar/Cup-Cake Topper, Small White Cross, 1.25 Inch, 96 Count?","The price per unit for Lucks Dec-Ons Decorations Molded Sugar/Cup-Cake Topper, Small White Cross, 1.25 Inch, 96 Count is $0.103 per Count. The total price is $9.92 for 96.0 Count.","Lucks Dec-Ons Decorations Molded Sugar/Cup-Cake Topper, Small White Cross, 1.25 Inch, 96 Count",9.92,0.1033,96.0,Count
"What is the price per unit for Dell Cove Spices | Buffalo Wings Popcorn Seasoning | Non-GMO & Gluten Free | Vegetarian | Perfect Movie Night Popcorn Treat, Spicy Low Sodium Popcorn Seasoning - 3.9 oz?","The price per unit for Dell Cove Spices | Buffalo Wings Popcorn Seasoning | Non-GMO & Gluten Free | Vegetarian | Perfect Movie Night Popcorn Treat, Spicy Low Sodium Popcorn Seasoning - 3.9 oz is $2.562 per Ounce. The total price is $9.99 for 3.9 Ounce.","Dell Cove Spices | Buffalo Wings Popcorn Seasoning | Non-GMO & Gluten Free | Vegetarian | Perfect Movie Night Popcorn Treat, Spicy Low Sodium Popcorn Seasoning - 3.9 oz",9.99,2.5615,3.9,Ounce
"What is the price per unit for Country Pasta Regular Egg Noodles, 16 OZ?","The price per unit for Country Pasta Regular Egg Noodles, 16 OZ is $0.793 per Ounce. The total price is $12.69 for 16.0 Ounce.","Country Pasta Regular Egg Noodles, 16 OZ",12.69,0.7931,16.0,Ounce
"What is the price per unit for Thomas’ Cinnamon Raisin Swirl Bread, 16 Oz Cinnamon Raisin Bread Loaf?","The price per unit for Thomas’ Cinnamon Raisin Swirl Bread, 16 Oz Cinnamon Raisin Bread Loaf is $0.231 per Ounce. The total price is $3.69 for 16.0 Ounce.","Thomas’ Cinnamon Raisin Swirl Bread, 16 Oz Cinnamon Raisin Bread Loaf",3.69,0.2306,16.0,Ounce
"What is the price per unit for Hypothermias Lemon Ready to Use Gallon (128 Fl. Oz) Hawaiian Snow Cone Flavors Syrup - Shaved Ice, 100% Pure Cane Sugar?","The price per unit for Hypothermias Lemon Ready to Use Gallon (128 Fl. Oz) Hawaiian Snow Cone Flavors Syrup - Shaved Ice, 100% Pure Cane Sugar is $0.211 per Fl Oz. The total price is $26.96 for 128.0 Fl Oz.","Hypothermias Lemon Ready to Use Gallon (128 Fl. Oz) Hawaiian Snow Cone Flavors Syrup - Shaved Ice, 100% Pure Cane Sugar",26.96,0.2106,128.0,Fl Oz
"What is the price per unit for Spice Island Ground Saigon Cinnamon, 1.9-Ounce Jar (Pack of 2)?","The price per unit for Spice Island Ground Saigon Cinnamon, 1.9-Ounce Jar (Pack of 2) is $3.565 per Count. The total price is $7.13 for 2.0 Count.","Spice Island Ground Saigon Cinnamon, 1.9-Ounce Jar (Pack of 2)",7.13,3.565,2.0,Count
"What is the price per unit for Del Monte Canned Apricot Halves in Extra Light Syrup, 15-Ounce?","The price per unit for Del Monte Canned Apricot Halves in Extra Light Syrup, 15-Ounce is $0.150 per Ounce. The total price is $2.24 for 15.0 Ounce.","Del Monte Canned Apricot Halves in Extra Light Syrup, 15-Ounce",2.24,0.1497,15.0,Ounce
"What is the price per unit for Bigelow 17700 steep Tea, Earl Grey, 1.28 oz Tea Bag, 20/Box?","The price per unit for Bigelow 17700 steep Tea, Earl Grey, 1.28 oz Tea Bag, 20/Box is $13.590 per Count. The total price is $13.59 for 1.0 Count.","Bigelow 17700 steep Tea, Earl Grey, 1.28 oz Tea Bag, 20/Box",13.59,13.59,1.0,Count
"What is the price per unit for Cholula Chili Garlic Hot Sauce, 5 fl oz?","The price per unit for Cholula Chili Garlic Hot Sauce, 5 fl oz is $0.798 per Fl Oz. The total price is $3.99 for 5.0 Fl Oz.","Cholula Chili Garlic Hot Sauce, 5 fl oz",3.99,0.798,5.0,Fl Oz
"What is the price per unit for Bolthouse Farms, Carrot Shredded Organic, 10 Ounce?","The price per unit for Bolthouse Farms, Carrot Shredded Organic, 10 Ounce is $0.202 per Ounce. The total price is $2.02 for 10.0 Ounce.","Bolthouse Farms, Carrot Shredded Organic, 10 Ounce",2.02,0.202,10.0,Ounce
"What is the price per unit for Wint-O-Green Mints Candy Bag, 6.25 Ounce (Pack of 2), Wintergreen Breath Mints?","The price per unit for Wint-O-Green Mints Candy Bag, 6.25 Ounce (Pack of 2), Wintergreen Breath Mints is $0.879 per Ounce. The total price is $10.99 for 12.5 Ounce.","Wint-O-Green Mints Candy Bag, 6.25 Ounce (Pack of 2), Wintergreen Breath Mints",10.99,0.8792,12.5,Ounce
"What is the price per unit for Freschetta Naturally Rising Crust Four Cheese Pizza, 26.11 Ounce -- 14 per case.?","The price per unit for Freschetta Naturally Rising Crust Four Cheese Pizza, 26.11 Ounce -- 14 per case. is $12.489 per Count. The total price is $174.84 for 14.0 Count.","Freschetta Naturally Rising Crust Four Cheese Pizza, 26.11 Ounce -- 14 per case.",174.84,12.4886,14.0,Count
"What is the price per unit for Polar Seltzer Water Raspberry Lime, 12 fl oz cans, 18 pack?","The price per unit for Polar Seltzer Water Raspberry Lime, 12 fl oz cans, 18 pack is $0.023 per Fl Oz. The total price is $4.99 for 216.0 Fl Oz.","Polar Seltzer Water Raspberry Lime, 12 fl oz cans, 18 pack",4.99,0.0231,216.0,Fl Oz
What is the price per unit for Mario Camacho Foods Pitted Snack Olives - Green Olives with a Hint of Garlic - 1.05 oz Pouches (Pack of 12)?,The price per unit for Mario Camacho Foods Pitted Snack Olives - Green Olives with a Hint of Garlic - 1.05 oz Pouches (Pack of 12) is $0.951 per Ounce. The total price is $11.98 for 12.6 Ounce.,Mario Camacho Foods Pitted Snack Olives - Green Olives with a Hint of Garlic - 1.05 oz Pouches (Pack of 12),11.98,0.9508,12.6,Ounce
"What is the price per unit for Fruit in Hand Original Pineapple, 35 Ounce -- 6 per case.?","The price per unit for Fruit in Hand Original Pineapple, 35 Ounce -- 6 per case. is $4.021 per Ounce. The total price is $140.75 for 35.0 Ounce.","Fruit in Hand Original Pineapple, 35 Ounce -- 6 per case.",140.75,4.0214,35.0,Ounce
"What is the price per unit for Unboxme Sunshine Gift For Women | Self Care Package with Herbal Tea, Mug, Bath Bomb, Candle, Fluffy Socks, Lip Balm, Sheet Mask, Scrunchie & Sending Sunshine Card | Graduation Gifts For Girls?","The price per unit for Unboxme Sunshine Gift For Women | Self Care Package with Herbal Tea, Mug, Bath Bomb, Candle, Fluffy Socks, Lip Balm, Sheet Mask, Scrunchie & Sending Sunshine Card | Graduation Gifts For Girls is $45.990 per Count. The total price is $45.99 for 1.0 Count.","Unboxme Sunshine Gift For Women | Self Care Package with Herbal Tea, Mug, Bath Bomb, Candle, Fluffy Socks, Lip Balm, Sheet Mask, Scrunchie & Sending Sunshine Card | Graduation Gifts For Girls",45.99,45.99,1.0,Count
"What is the price per unit for Snak Club Tajin Mango Rings Gummy Candy, Fruit Candy Gummies with Chili and Lime Seasoning, Mild, Gluten-Free and Vegan Snacks, 11 oz Resealable Bags, 3 Pack?","The price per unit for Snak Club Tajin Mango Rings Gummy Candy, Fruit Candy Gummies with Chili and Lime Seasoning, Mild, Gluten-Free and Vegan Snacks, 11 oz Resealable Bags, 3 Pack is $3.017 per Count. The total price is $9.05 for 3.0 Count.","Snak Club Tajin Mango Rings Gummy Candy, Fruit Candy Gummies with Chili and Lime Seasoning, Mild, Gluten-Free and Vegan Snacks, 11 oz Resealable Bags, 3 Pack",9.05,3.0167,3.0,Count
"What is the price per unit for Betty Crocker Dark Chocolate Brownie Mix Family Size, 19.9 oz?","The price per unit for Betty Crocker Dark Chocolate Brownie Mix Family Size, 19.9 oz is $0.104 per Ounce. The total price is $2.08 for 19.9 Ounce.","Betty Crocker Dark Chocolate Brownie Mix Family Size, 19.9 oz",2.08,0.1043,19.9,Ounce
"What is the price per unit for Filippo Berio Pesto, Grilled Vegetable, 6.7 Ounce Glass Jar?","The price per unit for Filippo Berio Pesto, Grilled Vegetable, 6.7 Ounce Glass Jar is $2.072 per Fl Oz. The total price is $13.88 for 6.7 Fl Oz.","Filippo Berio Pesto, Grilled Vegetable, 6.7 Ounce Glass Jar",13.88,2.0716,6.7,Fl Oz
What is the price per unit for Pepper Creek Farms 405D Ghost Mary Bloody Mary Mixer44; Pack of 6?,The price per unit for Pepper Creek Farms 405D Ghost Mary Bloody Mary Mixer44; Pack of 6 is $0.436 per Ounce. The total price is $66.35 for 152.2 Ounce.,Pepper Creek Farms 405D Ghost Mary Bloody Mary Mixer44; Pack of 6,66.35,0.4361,152.16,Ounce
What is the price per unit for 10 X Sauce Supreme Spaghetti Mix Tomato Seasoning Packet Pasta Flavor Marinara?,The price per unit for 10 X Sauce Supreme Spaghetti Mix Tomato Seasoning Packet Pasta Flavor Marinara is $2.848 per Count. The total price is $28.48 for 10.0 Count.,10 X Sauce Supreme Spaghetti Mix Tomato Seasoning Packet Pasta Flavor Marinara,28.48,2.848,10.0,Count
"What is the price per unit for Candy Retailer Eda's Sugar Free Hard Candy (Tropical Mix, 1 Lb)?","The price per unit for Candy Retailer Eda's Sugar Free Hard Candy (Tropical Mix, 1 Lb) is $1.247 per Ounce. The total price is $19.95 for 16.0 Ounce.","Candy Retailer Eda's Sugar Free Hard Candy (Tropical Mix, 1 Lb)",19.95,1.2469,16.0,Ounce
"What is the price per unit for good2grow Tropical Fruit Medley Juice, BPA-Free Juice Bottles, Non-GMO with Full Serving of Fruits and Vegetables. SPILL PROOF TOPS NOT INCLUDED, 6 Fl Oz (Pack of 24)?","The price per unit for good2grow Tropical Fruit Medley Juice, BPA-Free Juice Bottles, Non-GMO with Full Serving of Fruits and Vegetables. SPILL PROOF TOPS NOT INCLUDED, 6 Fl Oz (Pack of 24) is $0.150 per Fl Oz. The total price is $21.59 for 144.0 Fl Oz.","good2grow Tropical Fruit Medley Juice, BPA-Free Juice Bottles, Non-GMO with Full Serving of Fruits and Vegetables. SPILL PROOF TOPS NOT INCLUDED, 6 Fl Oz (Pack of 24)",21.59,0.1499,144.0,Fl Oz
"What is the price per unit for Zollipops Clean Teeth Lollipops, Blue Raspberry, 6.2 Ounce?","The price per unit for Zollipops Clean Teeth Lollipops, Blue Raspberry, 6.2 Ounce is $3.381 per Ounce. The total price is $20.96 for 6.2 Ounce.","Zollipops Clean Teeth Lollipops, Blue Raspberry, 6.2 Ounce",20.96,3.3806,6.2,Ounce
What is the price per unit for Barsmith Dirty Martini Olivebrine Mix 12.7 oz. Pack of 6?,The price per unit for Barsmith Dirty Martini Olivebrine Mix 12.7 oz. Pack of 6 is $6.400 per Count. The total price is $38.40 for 6.0 Count.,Barsmith Dirty Martini Olivebrine Mix 12.7 oz. Pack of 6,38.4,6.4,6.0,Count
"What is the price per unit for Hall's Dark Chocolate Covered Peanut Brittle, 1 Pound?","The price per unit for Hall's Dark Chocolate Covered Peanut Brittle, 1 Pound is $2.059 per Ounce. The total price is $32.95 for 16.0 Ounce.","Hall's Dark Chocolate Covered Peanut Brittle, 1 Pound",32.95,2.0594,16.0,Ounce
What is the price per unit for Thick-It H20 Nectar 8Oz 24/Cs?,The price per unit for Thick-It H20 Nectar 8Oz 24/Cs is $0.900 per Fl Oz. The total price is $7.20 for 8.0 Fl Oz.,Thick-It H20 Nectar 8Oz 24/Cs,7.2,0.9,8.0,Fl Oz
"What is the price per unit for Ocean Spray Craisins, Dried Cranberries, 10 Ounce?","The price per unit for Ocean Spray Craisins, Dried Cranberries, 10 Ounce is $0.422 per Ounce. The total price is $4.22 for 10.0 Ounce.","Ocean Spray Craisins, Dried Cranberries, 10 Ounce",4.22,0.4225,10.0,Ounce
"What is the price per unit for Boost Plus Nutritional Energy Drink, 8 oz, 6 pk?","The price per unit for Boost Plus Nutritional Energy Drink, 8 oz, 6 pk is $0.271 per Fl Oz. The total price is $12.99 for 48.0 Fl Oz.","Boost Plus Nutritional Energy Drink, 8 oz, 6 pk",12.99,0.2706,48.0,Fl Oz
What is the price per unit for Goya Mix Soup Bean?,The price per unit for Goya Mix Soup Bean is $0.252 per Ounce. The total price is $12.08 for 48.0 Ounce.,Goya Mix Soup Bean,12.08,0.2516,48.0,Ounce
"What is the price per unit for Boar's Head Pepperhouse Gourmaise, 3 pack of 8.5 ounce jars?","The price per unit for Boar's Head Pepperhouse Gourmaise, 3 pack of 8.5 ounce jars is $0.763 per Ounce. The total price is $19.46 for 25.5 Ounce.","Boar's Head Pepperhouse Gourmaise, 3 pack of 8.5 ounce jars",19.46,0.7631,25.5,Ounce
"What is the price per unit for APEXY Authentic Prawn Crackers Uncooked, Crispy and Delicious Shrimp Chips for Party Appetizers and Snacks, Cook and Serve, 8 oz (227g), Pack of 2 Multi Color?","The price per unit for APEXY Authentic Prawn Crackers Uncooked, Crispy and Delicious Shrimp Chips for Party Appetizers and Snacks, Cook and Serve, 8 oz (227g), Pack of 2 Multi Color is $0.812 per Ounce. The total price is $12.99 for 16.0 Ounce.","APEXY Authentic Prawn Crackers Uncooked, Crispy and Delicious Shrimp Chips for Party Appetizers and Snacks, Cook and Serve, 8 oz (227g), Pack of 2 Multi Color",12.99,0.8119,16.0,Ounce
"What is the price per unit for Pacific Foods Organic Cream of Mushroom Soup, 10.5 oz Can?","The price per unit for Pacific Foods Organic Cream of Mushroom Soup, 10.5 oz Can is $0.313 per Ounce. The total price is $3.29 for 10.5 Ounce.","Pacific Foods Organic Cream of Mushroom Soup, 10.5 oz Can",3.29,0.3133,10.5,Ounce
What is the price per unit for Jawliner® - Pioneers the Toughest Handmade 15x Harder Jawline Gum Includes 12 Weeks Coaching - Sugar-Free Ginger Lime Gum - Jawline Exerciser for Mewing & Shaping the Jaw (2 Months Pack)?,The price per unit for Jawliner® - Pioneers the Toughest Handmade 15x Harder Jawline Gum Includes 12 Weeks Coaching - Sugar-Free Ginger Lime Gum - Jawline Exerciser for Mewing & Shaping the Jaw (2 Months Pack) is $25.990 per Count. The total price is $25.99 for 1.0 Count.,Jawliner® - Pioneers the Toughest Handmade 15x Harder Jawline Gum Includes 12 Weeks Coaching - Sugar-Free Ginger Lime Gum - Jawline Exerciser for Mewing & Shaping the Jaw (2 Months Pack),25.99,25.99,1.0,Count
"What is the price per unit for DeLallo Whole Wheat Lasagna Noodles, 9 Ounce Box, 4 Pack, Oven-Ready, 100% Whole Grain Pasta, Made with Durum Wheat, Made in Italy?","The price per unit for DeLallo Whole Wheat Lasagna Noodles, 9 Ounce Box, 4 Pack, Oven-Ready, 100% Whole Grain Pasta, Made with Durum Wheat, Made in Italy is $0.832 per Ounce. The total price is $29.95 for 36.0 Ounce.","DeLallo Whole Wheat Lasagna Noodles, 9 Ounce Box, 4 Pack, Oven-Ready, 100% Whole Grain Pasta, Made with Durum Wheat, Made in Italy",29.95,0.8319,36.0,Ounce
What is the price per unit for Monster Java Coffee + Energy Loca Moca 15 Ounce?,The price per unit for Monster Java Coffee + Energy Loca Moca 15 Ounce is $1.423 per Count. The total price is $11.38 for 8.0 Count.,Monster Java Coffee + Energy Loca Moca 15 Ounce,11.38,1.4231,8.0,Count
"What is the price per unit for Buffalo Wild Wings, Sauce Parmesan Garlic, 20 Ounce?","The price per unit for Buffalo Wild Wings, Sauce Parmesan Garlic, 20 Ounce is $0.274 per Ounce. The total price is $5.48 for 20.0 Ounce.","Buffalo Wild Wings, Sauce Parmesan Garlic, 20 Ounce",5.48,0.274,20.0,Ounce
"What is the price per unit for V8 +Energy Peach Mango and Orange Pineapple Juice Energy Drinks, 8 fl oz Can (24 Pack)?","The price per unit for V8 +Energy Peach Mango and Orange Pineapple Juice Energy Drinks, 8 fl oz Can (24 Pack) is $0.175 per Fl Oz. The total price is $33.69 for 192.0 Fl Oz.","V8 +Energy Peach Mango and Orange Pineapple Juice Energy Drinks, 8 fl oz Can (24 Pack)",33.69,0.1755,192.0,Fl Oz
What is the price per unit for Generic F.ody Food Co Ketchup 11.7 oz (Pack of 6)?,The price per unit for Generic F.ody Food Co Ketchup 11.7 oz (Pack of 6) is $4.431 per Ounce. The total price is $51.84 for 11.7 Ounce.,Generic F.ody Food Co Ketchup 11.7 oz (Pack of 6),51.84,4.4308,11.7,Ounce
"What is the price per unit for B'EAU Collagen Water, Lemon Lime, 12 Fl Oz, 12 Pack?","The price per unit for B'EAU Collagen Water, Lemon Lime, 12 Fl Oz, 12 Pack is $0.278 per Fl Oz. The total price is $39.99 for 144.0 Fl Oz.","B'EAU Collagen Water, Lemon Lime, 12 Fl Oz, 12 Pack",39.99,0.2777,144.0,Fl Oz
What is the price per unit for Natural Ginger Flavor - 8 fl oz?,The price per unit for Natural Ginger Flavor - 8 fl oz is $2.820 per Fl Oz. The total price is $22.56 for 8.0 Fl Oz.,Natural Ginger Flavor - 8 fl oz,22.56,2.82,8.0,Fl Oz
"What is the price per unit for Hills Bros French Vanilla Cappuccino,16 Ounce (Pack of 3)?","The price per unit for Hills Bros French Vanilla Cappuccino,16 Ounce (Pack of 3) is $0.195 per Ounce. The total price is $9.35 for 48.0 Ounce.","Hills Bros French Vanilla Cappuccino,16 Ounce (Pack of 3)",9.35,0.1948,48.0,Ounce
What is the price per unit for Tazo Foragers Juniper Mint Honey Tea 16 Count & Prickly Pear Cactus Tea 16 Count. Herbal Tea Bags. Caffeine Free. Set?,The price per unit for Tazo Foragers Juniper Mint Honey Tea 16 Count & Prickly Pear Cactus Tea 16 Count. Herbal Tea Bags. Caffeine Free. Set is $0.437 per Count. The total price is $13.98 for 32.0 Count.,Tazo Foragers Juniper Mint Honey Tea 16 Count & Prickly Pear Cactus Tea 16 Count. Herbal Tea Bags. Caffeine Free. Set,13.98,0.4369,32.0,Count
